clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
93,454,domicilio,lista,2020-05-22 9:11
49,957,piso,en curso,2021-08-27 5:07
86,622,domicilio,en curso,2020-10-08 3:53
8,237,domicilio,en curso,2021-03-29 6:24
48,155,piso,en curso,2019-03-21 12:20
70,508,domicilio,en curso,2021-12-09 6:59
16,749,piso,en curso,2019-07-05 9:28
47,687,domicilio,en curso,2019-06-30 2:05
79,169,piso,lista,2021-07-28 7:15
61,611,piso,en curso,2020-01-20 2:33
60,301,piso,lista,2020-01-23 12:18
73,417,domicilio,en curso,2021-07-01 5:58
2,768,domicilio,lista,2019-11-10 5:33
16,956,domicilio,lista,2020-10-26 10:41
55,990,piso,en curso,2021-05-15 12:54
10,36,piso,lista,2019-07-09 5:37
69,505,piso,lista,2021-07-13 3:28
13,14,domicilio,lista,2020-05-03 4:14
14,7,piso,en curso,2019-09-18 8:28
61,391,piso,en curso,2019-09-24 6:54
49,460,domicilio,lista,2020-12-26 11:55
79,226,piso,lista,2020-04-28 1:10
53,119,piso,lista,2021-12-29 1:28
87,511,domicilio,en curso,2019-07-20 12:57
59,248,piso,lista,2021-01-24 6:37
68,382,piso,en curso,2019-10-23 5:17
7,138,domicilio,lista,2021-07-29 5:48
66,300,piso,en curso,2021-03-06 3:17
18,55,piso,lista,2019-07-18 4:16
53,350,domicilio,en curso,2020-03-29 4:02
98,431,piso,en curso,2021-09-27 5:01
85,36,piso,lista,2019-07-08 7:46
66,321,piso,en curso,2021-06-29 7:31
29,326,domicilio,lista,2021-01-13 1:53
92,596,domicilio,en curso,2019-03-16 11:07
56,5,piso,lista,2020-04-29 2:41
91,499,domicilio,en curso,2021-02-10 7:39
72,358,piso,lista,2020-04-15 5:53
71,19,domicilio,lista,2019-05-01 11:12
20,899,domicilio,en curso,2020-09-29 11:21
89,489,piso,en curso,2021-07-26 5:40
43,212,domicilio,lista,2020-07-18 5:24
5,401,domicilio,en curso,2021-04-11 3:14
45,707,piso,lista,2021-04-10 8:55
54,219,domicilio,lista,2020-05-29 10:34
63,875,piso,lista,2021-01-16 11:27
66,777,piso,lista,2019-06-26 1:56
49,786,domicilio,en curso,2021-12-26 6:11
25,763,domicilio,lista,2020-08-26 2:47
23,749,domicilio,en curso,2019-08-08 11:28
79,255,domicilio,lista,2021-02-28 7:56
7,115,domicilio,en curso,2019-01-01 6:58
31,857,domicilio,en curso,2020-08-19 12:32
54,366,piso,en curso,2020-05-12 4:23
66,121,domicilio,en curso,2019-01-20 4:07
97,295,piso,en curso,2019-10-10 9:10
92,873,domicilio,lista,2020-10-20 10:02
40,800,domicilio,lista,2019-07-11 12:50
18,940,domicilio,lista,2019-11-10 6:31
34,732,piso,en curso,2021-03-02 7:23
25,30,piso,en curso,2020-10-24 10:18
24,209,domicilio,lista,2019-11-22 1:14
20,321,piso,en curso,2021-06-25 11:30
41,476,domicilio,en curso,2021-06-05 2:04
4,163,domicilio,en curso,2021-10-27 5:13
51,337,domicilio,lista,2021-04-28 2:20
68,971,piso,lista,2020-06-30 5:06
67,419,domicilio,lista,2021-04-26 3:57
73,49,piso,en curso,2021-03-01 9:45
1,253,domicilio,lista,2021-05-16 11:55
68,311,domicilio,en curso,2021-06-04 10:35
68,289,domicilio,lista,2019-09-10 4:09
82,929,piso,lista,2019-05-08 12:55
35,20,domicilio,en curso,2019-10-29 1:47
16,102,piso,lista,2021-03-15 4:48
1,407,piso,lista,2021-08-01 7:57
94,955,domicilio,lista,2019-10-02 9:37
20,321,piso,en curso,2020-08-06 2:38
100,759,piso,lista,2019-03-13 3:01
58,442,piso,lista,2019-10-20 8:25
90,241,domicilio,lista,2019-11-13 12:59
99,547,piso,en curso,2021-02-23 8:20
45,507,domicilio,lista,2019-10-31 6:45
52,936,domicilio,lista,2021-11-14 12:56
6,588,domicilio,en curso,2019-01-03 11:16
80,943,piso,lista,2020-06-01 1:34
20,138,domicilio,en curso,2021-06-07 10:28
49,614,piso,en curso,2021-08-15 7:44
5,913,piso,en curso,2020-08-24 5:17
65,832,domicilio,en curso,2019-03-19 8:14
31,306,piso,lista,2020-07-19 5:25
8,992,piso,lista,2021-11-06 3:22
16,824,piso,lista,2021-11-05 2:05
26,771,domicilio,en curso,2019-08-28 1:13
6,851,piso,lista,2021-01-15 2:25
31,954,domicilio,lista,2019-07-04 2:29
13,56,domicilio,en curso,2019-11-06 10:23
78,675,domicilio,lista,2020-10-22 6:42
85,146,domicilio,en curso,2019-01-24 8:57
62,527,piso,lista,2021-08-27 3:55
79,289,piso,lista,2021-08-22 9:31
96,148,domicilio,lista,2020-04-08 2:28
52,200,domicilio,lista,2021-09-27 5:36
41,182,piso,en curso,2019-03-01 8:04
47,530,domicilio,lista,2021-07-30 12:23
88,338,domicilio,en curso,2021-08-20 4:04
97,286,piso,lista,2021-08-22 7:42
81,628,domicilio,en curso,2021-01-20 3:54
92,497,piso,lista,2019-01-07 1:10
59,190,piso,en curso,2020-09-20 11:48
44,837,piso,en curso,2019-11-10 10:10
33,284,domicilio,en curso,2019-08-18 8:30
15,947,domicilio,lista,2019-02-10 7:40
100,323,domicilio,lista,2019-04-11 7:15
8,920,domicilio,en curso,2020-04-07 3:41
40,695,piso,en curso,2019-01-19 7:46
96,711,domicilio,lista,2021-02-26 2:44
73,13,piso,en curso,2021-11-29 4:58
61,236,piso,en curso,2019-12-03 9:11
94,553,domicilio,lista,2019-12-10 1:37
27,798,piso,lista,2021-01-23 4:41
72,210,piso,en curso,2021-05-08 4:44
87,461,piso,en curso,2020-01-29 6:57
74,436,domicilio,en curso,2020-08-19 1:23
91,263,piso,lista,2020-04-17 3:05
59,353,piso,lista,2019-09-01 6:46
35,771,domicilio,en curso,2021-08-15 12:25
70,65,domicilio,en curso,2019-04-21 4:14
67,510,domicilio,lista,2021-07-28 5:10
95,107,piso,en curso,2021-05-12 6:13
16,778,domicilio,en curso,2019-12-28 3:38
99,1000,piso,lista,2020-10-05 5:19
34,829,domicilio,en curso,2019-07-01 3:25
47,8,piso,lista,2019-09-03 9:32
19,768,piso,lista,2021-06-03 7:17
94,163,piso,lista,2020-09-10 7:22
72,963,piso,lista,2021-01-27 2:14
84,897,piso,en curso,2021-08-31 12:27
5,889,domicilio,lista,2019-04-01 1:15
27,64,piso,lista,2020-02-14 8:23
71,744,domicilio,lista,2020-11-07 9:04
52,877,domicilio,en curso,2021-10-24 5:06
88,161,domicilio,en curso,2021-02-14 1:37
1,486,piso,lista,2019-06-17 6:43
46,4,piso,en curso,2021-06-10 7:36
77,544,domicilio,lista,2019-04-02 5:09
43,951,piso,en curso,2020-02-20 11:01
63,822,domicilio,en curso,2019-12-07 12:07
28,38,domicilio,en curso,2021-01-06 10:17
87,183,domicilio,en curso,2020-03-27 8:41
96,558,piso,en curso,2021-11-04 6:56
50,378,domicilio,en curso,2020-12-24 9:46
47,34,piso,en curso,2021-06-28 6:58
84,869,piso,en curso,2019-11-18 5:21
70,825,domicilio,lista,2020-10-25 2:49
45,455,domicilio,en curso,2021-02-01 4:42
18,751,domicilio,lista,2021-11-28 5:30
78,438,piso,lista,2020-06-24 9:13
63,334,domicilio,lista,2021-10-08 1:32
77,656,domicilio,lista,2019-01-15 10:48
6,659,piso,en curso,2021-05-25 5:17
95,254,domicilio,lista,2020-04-29 2:11
34,211,domicilio,lista,2019-01-14 8:11
92,641,domicilio,lista,2021-11-16 5:11
69,894,domicilio,en curso,2019-05-22 6:07
52,358,domicilio,en curso,2021-09-20 7:04
49,988,piso,lista,2019-11-29 10:22
54,63,piso,en curso,2019-01-05 2:29
95,583,piso,lista,2020-08-09 5:42
32,734,domicilio,lista,2019-01-22 12:32
8,261,domicilio,lista,2019-09-06 5:03
47,654,domicilio,en curso,2019-05-17 6:42
92,544,piso,lista,2020-03-17 4:31
36,115,domicilio,en curso,2021-10-12 8:33
100,869,domicilio,en curso,2020-04-13 5:56
77,912,piso,en curso,2019-08-28 2:29
20,155,piso,en curso,2019-08-24 3:27
9,14,piso,en curso,2019-04-08 5:26
6,30,piso,lista,2019-10-06 12:24
13,86,domicilio,en curso,2021-09-17 2:55
36,888,piso,lista,2021-03-05 3:01
24,730,domicilio,en curso,2021-10-02 4:48
1,419,domicilio,lista,2019-02-27 7:00
37,648,domicilio,en curso,2020-11-23 6:29
12,321,piso,en curso,2019-02-20 3:08
40,751,domicilio,lista,2020-09-02 6:11
74,831,domicilio,lista,2021-09-12 9:35
29,492,domicilio,lista,2021-12-08 1:13
44,600,domicilio,lista,2020-09-13 1:06
49,427,piso,lista,2019-05-27 10:12
27,368,domicilio,lista,2021-10-02 12:11
29,83,piso,lista,2019-09-20 10:49
63,731,domicilio,en curso,2020-12-09 8:58
91,538,piso,lista,2021-03-16 11:26
47,310,domicilio,lista,2020-06-23 4:37
86,802,piso,lista,2020-03-23 12:12
39,186,piso,lista,2019-08-13 2:35
95,415,piso,lista,2021-03-11 2:30
92,125,domicilio,lista,2019-11-03 1:22
46,758,piso,lista,2020-05-15 4:15
27,229,piso,lista,2019-06-06 2:07
81,882,domicilio,lista,2019-11-14 8:51
52,673,piso,en curso,2021-04-24 1:12
43,931,piso,en curso,2020-04-23 11:48
71,483,piso,en curso,2021-05-30 12:42
59,20,domicilio,lista,2021-04-05 4:51
26,356,domicilio,en curso,2021-08-11 9:15
65,297,domicilio,lista,2021-11-29 11:26
56,92,piso,en curso,2021-11-23 7:27
97,40,domicilio,lista,2020-03-17 11:10
84,341,piso,lista,2019-08-01 2:34
75,675,domicilio,en curso,2019-02-12 4:30
65,596,piso,lista,2021-11-10 11:29
79,799,piso,en curso,2019-10-07 1:58
29,818,domicilio,en curso,2019-01-15 2:03
47,690,piso,lista,2019-04-05 3:40
43,291,piso,en curso,2021-11-06 7:28
60,413,domicilio,lista,2019-04-25 3:45
29,86,piso,en curso,2020-01-12 6:12
39,797,domicilio,en curso,2021-04-05 10:43
93,591,domicilio,lista,2020-09-01 2:35
21,878,domicilio,lista,2021-01-13 11:41
90,476,piso,en curso,2021-02-26 12:48
37,373,piso,lista,2021-09-27 3:46
97,288,domicilio,lista,2021-03-20 7:58
35,260,piso,en curso,2020-02-23 8:57
97,438,domicilio,lista,2020-03-26 6:29
36,236,piso,en curso,2019-03-17 2:08
88,372,domicilio,lista,2020-07-22 3:47
52,769,domicilio,en curso,2020-07-01 5:56
57,981,domicilio,en curso,2021-10-25 1:26
44,877,piso,lista,2020-04-28 6:01
36,321,piso,lista,2021-10-31 5:16
41,361,domicilio,lista,2019-08-19 6:32
79,553,piso,en curso,2019-06-22 8:36
58,226,piso,lista,2020-01-30 10:21
63,381,piso,lista,2019-03-08 10:46
13,174,domicilio,lista,2020-01-12 8:35
63,955,piso,en curso,2019-04-24 1:03
93,453,piso,lista,2020-07-22 9:35
23,151,piso,lista,2019-04-14 12:41
83,759,domicilio,en curso,2019-03-24 3:41
60,847,piso,en curso,2020-02-01 1:17
70,154,domicilio,lista,2020-05-25 11:17
34,588,piso,lista,2019-06-03 9:03
25,763,domicilio,lista,2019-12-07 2:47
98,459,domicilio,en curso,2021-09-12 8:37
9,90,piso,lista,2020-12-25 1:04
63,457,piso,lista,2021-03-16 7:35
54,772,piso,en curso,2019-08-13 3:36
89,425,piso,en curso,2021-04-07 3:10
2,210,piso,lista,2019-05-12 8:45
58,871,piso,lista,2021-12-28 2:29
40,886,piso,en curso,2021-05-19 2:24
59,135,piso,lista,2021-09-29 3:22
96,481,domicilio,lista,2020-05-22 12:38
61,399,domicilio,lista,2019-10-27 9:27
62,932,domicilio,lista,2019-03-22 3:35
46,404,domicilio,lista,2021-05-04 9:48
68,203,domicilio,en curso,2020-02-14 1:15
27,584,domicilio,lista,2019-01-06 7:03
65,113,domicilio,lista,2021-10-12 7:21
40,260,piso,lista,2019-09-17 12:54
95,180,domicilio,lista,2020-02-24 8:16
30,949,piso,lista,2020-06-04 6:57
93,893,domicilio,lista,2020-07-23 12:55
91,272,domicilio,en curso,2019-03-02 1:34
90,562,domicilio,en curso,2020-09-23 6:43
66,801,domicilio,lista,2020-09-17 4:08
16,226,piso,lista,2021-03-02 3:29
97,821,piso,en curso,2020-10-19 8:16
95,98,piso,en curso,2020-05-19 4:02
6,812,piso,lista,2019-12-22 3:19
83,393,piso,lista,2019-10-17 5:33
80,515,piso,lista,2020-10-25 9:48
78,358,domicilio,en curso,2020-07-30 2:07
64,816,domicilio,lista,2020-09-10 11:04
13,119,piso,en curso,2019-02-01 8:23
14,419,piso,lista,2019-01-26 5:04
8,896,domicilio,en curso,2020-08-15 5:53
24,130,domicilio,en curso,2020-01-31 10:20
84,26,piso,en curso,2020-09-30 12:21
9,87,domicilio,lista,2020-04-26 10:40
14,881,piso,lista,2021-01-14 7:00
13,489,domicilio,en curso,2019-08-14 6:47
30,832,domicilio,lista,2019-01-02 10:11
39,772,domicilio,lista,2021-05-03 9:41
66,924,piso,en curso,2020-05-17 3:09
33,188,domicilio,en curso,2019-04-05 3:31
66,248,piso,lista,2021-01-29 8:29
44,77,piso,en curso,2021-07-16 1:41
17,768,piso,en curso,2020-03-02 9:59
84,908,domicilio,en curso,2019-02-07 11:33
21,495,domicilio,lista,2020-09-11 1:12
33,487,domicilio,en curso,2020-10-26 1:27
9,700,domicilio,lista,2019-08-19 7:58
36,491,domicilio,lista,2021-05-13 9:11
52,13,piso,en curso,2019-05-01 12:32
21,352,domicilio,lista,2020-05-26 8:50
40,42,domicilio,en curso,2020-12-02 10:44
24,236,domicilio,en curso,2019-04-18 6:54
73,377,piso,en curso,2019-01-03 2:46
91,766,domicilio,lista,2020-03-31 12:35
28,344,piso,lista,2019-08-04 12:55
75,293,domicilio,en curso,2020-05-10 1:19
95,995,domicilio,lista,2020-03-03 5:38
47,65,piso,en curso,2019-06-20 4:29
92,170,piso,en curso,2019-11-30 1:35
30,120,domicilio,lista,2020-03-22 4:17
33,330,piso,lista,2021-07-18 8:24
83,811,piso,lista,2019-09-03 3:11
88,167,piso,en curso,2020-04-30 5:44
44,596,piso,en curso,2020-06-02 2:35
78,412,piso,lista,2019-01-18 5:55
36,81,piso,en curso,2019-11-03 8:48
68,652,piso,lista,2019-02-26 2:47
63,714,piso,lista,2020-02-08 9:59
42,849,piso,en curso,2019-09-18 9:39
38,759,domicilio,en curso,2021-05-03 5:51
84,14,piso,lista,2020-04-01 7:13
50,43,domicilio,lista,2020-10-01 8:59
44,468,domicilio,lista,2020-03-27 5:24
8,221,domicilio,lista,2021-06-04 9:39
8,842,domicilio,en curso,2019-11-26 7:49
36,553,domicilio,lista,2020-11-11 9:04
82,307,domicilio,lista,2019-09-07 2:43
59,462,domicilio,lista,2019-05-01 4:24
78,827,domicilio,en curso,2019-02-01 7:04
79,546,domicilio,en curso,2019-06-11 5:03
20,140,domicilio,en curso,2021-04-07 1:01
21,501,domicilio,en curso,2021-11-11 9:21
43,571,domicilio,en curso,2019-02-09 5:10
86,490,piso,lista,2020-04-21 10:52
29,328,domicilio,lista,2020-12-24 1:49
15,409,piso,lista,2019-04-30 12:08
11,148,domicilio,lista,2019-02-26 2:12
92,731,piso,en curso,2019-01-26 10:17
81,441,domicilio,lista,2019-12-02 8:43
90,767,piso,lista,2019-10-04 7:21
55,867,piso,en curso,2021-11-30 6:57
66,559,piso,en curso,2019-03-08 8:31
96,307,domicilio,lista,2021-11-11 10:33
72,367,domicilio,lista,2021-03-18 6:08
35,204,domicilio,lista,2020-12-28 8:21
40,80,domicilio,en curso,2021-03-21 10:37
98,965,domicilio,en curso,2020-11-10 4:53
16,260,domicilio,lista,2020-11-15 1:30
9,390,domicilio,lista,2020-12-08 1:58
3,220,domicilio,lista,2019-07-13 4:45
47,739,piso,lista,2021-03-31 3:33
22,648,domicilio,en curso,2021-11-11 1:14
17,168,domicilio,en curso,2021-11-29 7:24
89,383,domicilio,lista,2019-09-25 6:10
80,991,piso,lista,2019-04-03 10:22
24,483,piso,en curso,2020-01-28 7:23
88,22,piso,lista,2020-10-06 4:14
36,602,domicilio,en curso,2019-12-30 11:38
12,721,piso,lista,2020-11-25 10:04
23,661,domicilio,lista,2021-07-18 12:58
74,992,piso,en curso,2019-06-06 7:01
82,58,piso,en curso,2021-04-03 6:22
43,975,piso,lista,2021-01-16 9:26
24,62,domicilio,en curso,2021-09-08 9:32
90,561,domicilio,en curso,2021-04-18 6:07
36,881,domicilio,lista,2021-10-22 12:22
6,411,piso,lista,2021-05-02 1:01
37,335,domicilio,lista,2019-07-29 1:57
45,20,domicilio,en curso,2021-09-15 10:04
46,580,domicilio,en curso,2021-02-27 3:22
53,945,piso,en curso,2021-01-09 2:29
28,454,domicilio,lista,2021-11-25 7:06
56,993,piso,en curso,2021-01-24 12:40
92,920,domicilio,en curso,2020-09-11 2:07
54,240,piso,en curso,2021-09-02 11:12
25,471,domicilio,en curso,2021-02-25 9:50
80,811,piso,lista,2021-10-19 3:34
29,201,domicilio,lista,2021-01-13 10:31
61,844,domicilio,en curso,2020-04-16 2:04
94,590,piso,en curso,2021-12-11 12:07
82,774,domicilio,lista,2019-01-27 10:50
44,446,domicilio,en curso,2021-01-10 6:41
94,185,domicilio,en curso,2021-01-07 7:13
41,723,domicilio,en curso,2019-05-02 6:21
98,232,domicilio,en curso,2019-07-27 4:29
58,968,piso,lista,2020-02-19 12:44
72,914,piso,en curso,2021-01-30 10:09
9,529,domicilio,en curso,2019-02-13 6:33
85,581,piso,en curso,2021-04-19 9:12
43,632,piso,lista,2021-07-30 7:52
96,414,piso,lista,2019-05-04 6:16
90,169,domicilio,en curso,2020-04-05 5:50
9,916,domicilio,lista,2019-10-08 9:09
47,544,domicilio,en curso,2021-01-19 7:30
72,196,domicilio,en curso,2021-12-20 5:19
78,666,domicilio,en curso,2021-02-11 5:06
78,761,domicilio,lista,2019-09-25 9:55
92,919,domicilio,en curso,2019-08-07 7:23
93,772,piso,en curso,2020-11-28 10:58
69,366,piso,en curso,2019-06-28 7:35
51,505,piso,lista,2020-05-01 1:56
33,1,domicilio,en curso,2019-09-09 5:15
44,650,piso,lista,2021-12-24 3:18
98,388,piso,lista,2019-09-29 9:08
69,28,piso,lista,2019-09-24 7:17
18,275,domicilio,lista,2019-02-01 7:55
30,473,domicilio,lista,2019-09-13 11:00
56,415,domicilio,en curso,2019-09-10 9:46
60,868,piso,lista,2019-05-06 8:09
69,483,piso,en curso,2019-01-27 1:16
62,980,piso,en curso,2020-08-11 6:39
82,426,domicilio,lista,2021-04-17 5:25
76,403,domicilio,en curso,2019-05-28 4:28
94,703,domicilio,en curso,2021-03-29 12:28
77,425,piso,lista,2021-07-03 8:58
35,380,domicilio,en curso,2019-09-07 4:38
21,718,piso,lista,2020-05-31 4:06
53,22,domicilio,lista,2021-01-25 2:00
34,865,domicilio,lista,2021-11-03 6:28
72,594,domicilio,lista,2021-10-26 9:32
7,372,domicilio,en curso,2019-05-30 1:02
12,14,piso,lista,2019-07-20 1:00
56,607,piso,lista,2021-06-01 5:28
66,162,piso,lista,2021-02-09 10:20
96,455,domicilio,en curso,2020-09-09 1:43
99,832,piso,lista,2019-09-12 8:20
3,401,domicilio,en curso,2020-07-27 1:27
57,85,domicilio,en curso,2019-01-04 5:19
81,78,domicilio,lista,2021-12-22 11:28
13,699,piso,en curso,2019-12-04 4:42
72,80,piso,en curso,2020-12-28 9:02
10,850,piso,en curso,2021-06-10 5:03
72,24,domicilio,lista,2021-07-15 1:48
48,963,domicilio,en curso,2019-01-23 12:18
8,981,piso,en curso,2021-12-08 1:01
18,323,piso,en curso,2019-11-24 12:56
99,704,piso,en curso,2019-07-26 11:13
8,4,domicilio,en curso,2020-04-07 4:36
45,903,piso,lista,2020-11-11 5:31
74,962,piso,lista,2019-07-16 5:25
92,572,domicilio,lista,2020-08-10 8:01
90,663,piso,en curso,2021-03-08 3:54
19,345,domicilio,lista,2021-10-31 6:33
72,694,piso,en curso,2020-02-10 1:36
53,182,domicilio,en curso,2021-12-26 11:30
57,606,piso,lista,2019-10-11 8:24
6,217,domicilio,en curso,2019-05-24 8:55
97,303,piso,en curso,2021-12-07 2:24
63,657,piso,lista,2020-02-11 6:32
1,931,piso,lista,2021-12-11 12:18
95,583,piso,en curso,2019-11-22 11:57
62,591,piso,en curso,2019-05-03 2:13
60,83,piso,lista,2021-01-27 6:54
20,608,domicilio,lista,2021-11-13 7:46
77,51,piso,en curso,2020-11-22 9:44
75,883,domicilio,lista,2021-05-09 12:08
6,224,domicilio,en curso,2020-05-12 1:12
13,867,domicilio,en curso,2021-02-06 6:15
17,677,piso,lista,2020-07-29 4:00
34,678,domicilio,en curso,2020-01-10 9:43
19,426,piso,lista,2019-02-24 9:51
79,707,piso,lista,2019-02-23 10:07
78,904,piso,lista,2019-02-01 8:12
68,932,piso,en curso,2020-05-11 1:29
77,282,domicilio,en curso,2021-07-03 8:52
98,490,piso,lista,2019-12-15 9:11
61,595,domicilio,en curso,2019-01-14 10:33
94,521,piso,en curso,2021-11-08 2:15
89,615,piso,lista,2021-11-29 2:46
31,169,domicilio,en curso,2020-11-24 4:58
61,843,domicilio,lista,2020-10-05 12:41
43,815,piso,en curso,2020-08-24 10:13
100,874,domicilio,en curso,2019-08-22 10:24
44,887,piso,en curso,2021-09-07 8:49
80,357,piso,en curso,2021-01-25 6:03
84,29,domicilio,en curso,2020-06-07 12:04
81,441,piso,en curso,2019-08-26 7:45
10,127,domicilio,lista,2020-06-26 8:25
53,319,piso,lista,2019-06-17 6:10
43,885,domicilio,en curso,2020-10-25 3:04
3,72,domicilio,en curso,2020-04-29 8:11
24,302,piso,en curso,2020-03-14 2:33
22,23,domicilio,en curso,2021-05-21 2:04
69,82,domicilio,en curso,2021-03-06 7:27
74,805,domicilio,en curso,2020-06-24 8:54
47,744,domicilio,en curso,2021-03-17 4:13
36,146,domicilio,lista,2019-08-17 12:34
89,423,piso,lista,2020-07-04 8:06
44,904,domicilio,en curso,2021-06-25 8:04
79,463,piso,en curso,2020-07-23 9:11
53,78,domicilio,lista,2019-09-04 10:43
59,164,domicilio,en curso,2020-09-24 6:23
67,415,piso,en curso,2019-05-17 9:16
40,924,domicilio,en curso,2021-04-10 3:22
40,149,domicilio,lista,2020-04-18 4:08
100,721,piso,en curso,2019-04-30 9:07
47,153,domicilio,lista,2019-07-06 1:27
50,238,piso,en curso,2020-03-22 9:34
32,67,domicilio,lista,2020-04-19 2:21
79,544,piso,en curso,2021-04-28 8:28
65,178,piso,lista,2021-05-31 9:36
90,41,piso,lista,2021-09-26 7:04
100,723,domicilio,lista,2019-08-01 8:55
75,251,piso,en curso,2020-04-11 7:49
79,932,domicilio,lista,2021-01-30 11:39
80,202,piso,lista,2019-04-22 2:45
56,647,piso,en curso,2020-09-22 6:07
84,690,domicilio,lista,2020-12-27 10:06
64,425,domicilio,lista,2020-02-22 1:02
37,803,domicilio,en curso,2019-11-30 11:28
41,942,domicilio,lista,2021-08-23 5:33
24,931,domicilio,en curso,2021-05-10 8:33
72,204,domicilio,en curso,2020-06-30 7:02
17,447,piso,lista,2021-09-24 11:47
13,300,domicilio,lista,2019-04-28 7:36
98,757,domicilio,en curso,2020-03-15 10:45
63,29,piso,lista,2019-03-21 1:55
17,872,domicilio,lista,2019-11-20 5:07
59,62,piso,lista,2021-07-17 12:22
63,717,piso,en curso,2020-01-12 5:54
54,830,piso,en curso,2020-04-14 5:14
40,142,domicilio,lista,2021-12-22 9:59
5,930,piso,en curso,2021-05-19 4:58
53,785,piso,lista,2020-08-13 2:50
29,221,piso,lista,2020-04-17 12:44
58,777,domicilio,en curso,2021-01-23 2:53
69,871,domicilio,lista,2021-11-04 8:47
85,259,piso,lista,2020-03-17 7:36
14,885,domicilio,en curso,2020-07-30 4:08
27,688,domicilio,lista,2021-11-24 5:46
66,309,domicilio,en curso,2021-06-28 9:26
87,757,piso,lista,2021-12-12 5:27
93,44,domicilio,lista,2019-02-05 6:33
68,141,domicilio,en curso,2020-08-27 6:25
71,367,piso,en curso,2019-01-10 4:31
80,209,domicilio,en curso,2019-09-23 10:51
17,322,piso,lista,2020-02-20 3:41
75,792,domicilio,lista,2020-04-09 12:16
25,87,piso,en curso,2019-09-10 4:53
89,615,domicilio,en curso,2019-03-31 5:19
5,87,piso,lista,2020-07-09 12:26
82,931,domicilio,lista,2020-05-07 3:01
21,301,domicilio,lista,2019-09-30 8:13
25,122,piso,en curso,2020-06-01 1:16
29,540,piso,lista,2021-05-18 1:46
37,915,piso,en curso,2019-06-06 3:51
85,840,piso,lista,2021-01-22 5:40
86,869,domicilio,en curso,2021-02-16 6:40
36,421,piso,en curso,2021-12-12 4:25
29,467,piso,lista,2019-10-19 12:01
94,137,domicilio,en curso,2020-07-28 2:13
75,75,domicilio,lista,2021-03-02 3:51
3,592,domicilio,lista,2020-05-17 2:49
98,30,piso,en curso,2019-08-19 8:40
33,709,piso,en curso,2021-06-09 6:58
61,7,domicilio,en curso,2020-03-26 6:12
59,281,domicilio,lista,2019-07-07 2:27
89,920,domicilio,lista,2019-10-15 1:33
42,375,domicilio,en curso,2021-02-17 5:59
22,306,piso,en curso,2020-06-06 7:17
78,151,piso,lista,2019-02-21 8:40
45,139,domicilio,lista,2019-04-26 5:32
87,857,domicilio,en curso,2020-06-20 4:35
52,214,domicilio,en curso,2019-01-09 10:10
